model,roc_auc_mean,roc_auc_std,recall_mean,recall_std,precision_mean,precision_std,f1_mean,f1_std,balanced_accuracy_mean,balanced_accuracy_std
random_forest,0.9554594376816599,0.01956723771630816,0.849002849002849,0.04960865836963854,0.8404331501831501,0.045338364837535804,0.8429180988503022,0.027035773357164488,0.884030044030044,0.020260660746178497
gradient_boosting,0.944660469845655,0.026966840961862266,0.774074074074074,0.035579471830767324,0.8462582908235081,0.04113416892232954,0.8075313110569174,0.024414516440252252,0.8521212121212122,0.017189855970176176
logistic_regression,0.9436760770094104,0.03521321519160162,0.8703703703703705,0.1186978152879345,0.8150201106083459,0.10784908179157922,0.8364585843410465,0.09167716406705931,0.8836363636363636,0.06783814939648651
dummy_most_frequent,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
