threshold,recall,specificity,precision,f1,balanced_accuracy
0.7,0.10787839163125204,0.9630713803197478,0.6680161943319838,0.18575851393188855,0.5354748859755
0.71,0.09120627656096764,0.9720783607295654,0.6923076923076923,0.1611785095320624,0.5316423186452666
0.72,0.07126511932003923,0.9772573744652105,0.6833855799373041,0.1290704558910598,0.5242612468926249
0.73,0.059496567505720827,0.9835622607520829,0.7137254901960784,0.10983705491852747,0.5215294141289019
0.74,0.04772801569140242,0.9860391803647827,0.7019230769230769,0.08937863483318029,0.5168835980280926
0.75,0.037267080745341616,0.9898671470389552,0.7169811320754716,0.07085146053449347,0.5135671138921484
0.76,0.03040209218698921,0.9927944156721459,0.744,0.05841708542713568,0.5115982539295676
0.77,0.020268061457992807,0.9950461607746003,0.7380952380952381,0.03945275214762965,0.5076571111162965
0.78,0.015691402419091206,0.9966223823463184,0.7619047619047619,0.03074951953875721,0.5061568923827048
0.79,0.010460934946060804,0.9975230803873002,0.7441860465116279,0.020631850419084462,0.5039920076666805
0.8,0.006538084341288003,0.9988741274487728,0.8,0.01297016861219196,0.5027061058950304
0.81,0.0049035632559660015,0.9993244764692637,0.8333333333333334,0.009749756256093598,0.5021140198626148
0.82,0.0032690421706440013,0.9995496509795091,0.8333333333333334,0.0065125366330185605,0.5014093465750765
0.83,0.0013076168682576005,0.9997748254897546,0.8,0.0026109660574412533,0.5005412211790061
0.84,0.00032690421706440013,1.0,1.0,0.00065359477124183,0.5001634521085322
0.85,0.0,1.0,0.0,0.0,0.5
0.86,0.0,1.0,0.0,0.0,0.5
0.87,0.0,1.0,0.0,0.0,0.5
0.88,0.0,1.0,0.0,0.0,0.5
0.89,0.0,1.0,0.0,0.0,0.5
0.9,0.0,1.0,0.0,0.0,0.5
0.91,0.0,1.0,0.0,0.0,0.5
0.92,0.0,1.0,0.0,0.0,0.5
0.93,0.0,1.0,0.0,0.0,0.5
0.94,0.0,1.0,0.0,0.0,0.5
0.95,0.0,1.0,0.0,0.0,0.5
