threshold,recall,specificity,precision,f1,balanced_accuracy
0.555,0.7368421052631579,0.8860294117647058,0.7596899224806202,0.7480916030534351,0.8114357585139318
0.56,0.7293233082706767,0.8860294117647058,0.7578125,0.7432950191570882,0.8076763600176913
0.565,0.7218045112781954,0.8970588235294118,0.7741935483870968,0.7470817120622568,0.8094316674038036
0.57,0.7142857142857143,0.8970588235294118,0.7723577235772358,0.7421875,0.805672268907563
0.575,0.6992481203007519,0.9007352941176471,0.775,0.7351778656126482,0.7999917072091995
0.58,0.6842105263157895,0.9044117647058824,0.7777777777777778,0.728,0.7943111455108359
0.585,0.6691729323308271,0.9117647058823529,0.7876106194690266,0.7235772357723578,0.7904688191065901
0.59,0.6691729323308271,0.9117647058823529,0.7876106194690266,0.7235772357723578,0.7904688191065901
0.595,0.6616541353383458,0.9117647058823529,0.7857142857142857,0.7183673469387755,0.7867094206103493
0.6,0.6541353383458647,0.9117647058823529,0.7837837837837838,0.7131147540983607,0.7829500221141088
0.605,0.6466165413533834,0.9117647058823529,0.7818181818181819,0.7078189300411523,0.7791906236178682
0.61,0.6390977443609023,0.9191176470588235,0.794392523364486,0.7083333333333334,0.7791076957098628
0.615,0.6390977443609023,0.9227941176470589,0.8018867924528302,0.7112970711297071,0.7809459310039806
0.62,0.6240601503759399,0.9227941176470589,0.7980769230769231,0.70042194092827,0.7734271340114993
0.625,0.6165413533834586,0.9227941176470589,0.7961165048543689,0.6949152542372882,0.7696677355152588
0.63,0.6165413533834586,0.9227941176470589,0.7961165048543689,0.6949152542372882,0.7696677355152588
0.635,0.6165413533834586,0.9227941176470589,0.7961165048543689,0.6949152542372882,0.7696677355152588
0.64,0.6090225563909775,0.9227941176470589,0.7941176470588235,0.6893617021276596,0.7659083370190182
0.645,0.6015037593984962,0.9264705882352942,0.8,0.6866952789699571,0.7639871738168952
0.65,0.6015037593984962,0.9264705882352942,0.8,0.6866952789699571,0.7639871738168952
0.655,0.5864661654135338,0.9301470588235294,0.8041237113402062,0.6782608695652174,0.7583066121185316
0.66,0.5714285714285714,0.9338235294117647,0.8085106382978723,0.6696035242290749,0.7526260504201681
0.665,0.556390977443609,0.9375,0.8131868131868132,0.6607142857142857,0.7469454887218046
0.67,0.5413533834586466,0.9411764705882353,0.8181818181818182,0.6515837104072398,0.7412649270234409
0.675,0.5338345864661654,0.9411764705882353,0.8160919540229885,0.6454545454545455,0.7375055285272003
0.68,0.5112781954887218,0.9448529411764706,0.8192771084337349,0.6296296296296297,0.7280655683325962
0.685,0.5037593984962406,0.9448529411764706,0.8170731707317073,0.6232558139534884,0.7243061698363555
0.69,0.48120300751879697,0.9448529411764706,0.810126582278481,0.6037735849056604,0.7130279743476338
0.695,0.45864661654135336,0.9448529411764706,0.8026315789473685,0.583732057416268,0.701749778858912
0.7,0.45864661654135336,0.9485294117647058,0.8133333333333334,0.5865384615384616,0.7035880141530296
0.705,0.43609022556390975,0.9485294117647058,0.8055555555555556,0.5658536585365853,0.6923098186643077
0.71,0.42857142857142855,0.9558823529411765,0.8260869565217391,0.5643564356435643,0.6922268907563025
0.715,0.42857142857142855,0.9558823529411765,0.8260869565217391,0.5643564356435643,0.6922268907563025
0.72,0.42857142857142855,0.9558823529411765,0.8260869565217391,0.5643564356435643,0.6922268907563025
0.725,0.42105263157894735,0.9632352941176471,0.8484848484848485,0.5628140703517588,0.6921439628482973
0.73,0.42105263157894735,0.9669117647058824,0.8615384615384616,0.5656565656565656,0.6939821981424148
