threshold,recall,specificity,precision,f1,balanced_accuracy
0.255,0.9774436090225563,0.7169117647058824,0.6280193236714976,0.7647058823529411,0.8471776868642193
0.26,0.9699248120300752,0.7205882352941176,0.6292682926829268,0.7633136094674556,0.8452565236620964
0.265,0.9699248120300752,0.7279411764705882,0.6354679802955665,0.7678571428571429,0.8489329942503316
0.27,0.9699248120300752,0.7352941176470589,0.6417910447761194,0.7724550898203593,0.852609464838567
0.275,0.9624060150375939,0.7389705882352942,0.6432160804020101,0.7710843373493976,0.850688301636444
0.28,0.9624060150375939,0.7389705882352942,0.6432160804020101,0.7710843373493976,0.850688301636444
0.285,0.9624060150375939,0.7463235294117647,0.649746192893401,0.7757575757575758,0.8543647722246793
0.29,0.9624060150375939,0.7647058823529411,0.6666666666666666,0.7876923076923077,0.8635559486952675
0.295,0.9624060150375939,0.7647058823529411,0.6666666666666666,0.7876923076923077,0.8635559486952675
0.3,0.9548872180451128,0.7683823529411765,0.6684210526315789,0.7863777089783281,0.8616347854931447
0.305,0.9548872180451128,0.7683823529411765,0.6684210526315789,0.7863777089783281,0.8616347854931447
0.31,0.9548872180451128,0.7757352941176471,0.675531914893617,0.7912772585669782,0.8653112560813799
0.315,0.9548872180451128,0.7830882352941176,0.6827956989247311,0.7962382445141066,0.8689877266696152
0.32,0.9548872180451128,0.7904411764705882,0.6902173913043478,0.8012618296529969,0.8726641972578505
0.325,0.9548872180451128,0.7977941176470589,0.6978021978021978,0.8063492063492064,0.8763406678460859
0.33,0.9548872180451128,0.8014705882352942,0.7016574585635359,0.8089171974522293,0.8781789031402034
0.335,0.9548872180451128,0.8051470588235294,0.7055555555555556,0.8115015974440895,0.8800171384343212
0.34,0.9398496240601504,0.8088235294117647,0.7062146892655368,0.8064516129032258,0.8743365767359575
0.345,0.9398496240601504,0.8125,0.7102272727272727,0.8090614886731392,0.8761748120300752
0.35,0.9323308270676691,0.8125,0.7085714285714285,0.8051948051948052,0.8724154135338346
0.355,0.9323308270676691,0.8161764705882353,0.7126436781609196,0.8078175895765473,0.8742536488279522
0.36,0.9323308270676691,0.8198529411764706,0.7167630057803468,0.8104575163398693,0.8760918841220698
0.365,0.924812030075188,0.8235294117647058,0.7192982456140351,0.8092105263157895,0.874170720919947
0.37,0.924812030075188,0.8272058823529411,0.7235294117647059,0.8118811881188119,0.8760089562140645
0.375,0.924812030075188,0.8272058823529411,0.7235294117647059,0.8118811881188119,0.8760089562140645
